id	source	sent1	image1	sent2	image2	sim
coco-4648	coco	A table that have a plates of food , silverware , and two glasses filled with tea and a jar filled with flowers .	images/coco/COCO_train2014_000000252198.jpg	A couple of women sitting at a table near a cake .	images/coco/COCO_train2014_000000355487.jpg	1.2
coco-46500	coco	A zebra standing under a tree in a zoo enclosure .	images/coco/COCO_train2014_000000035217.jpg	There is a zebra grazing for food in a zoo .	images/coco/COCO_train2014_000000140813.jpg	3.2
coco-46518	coco	A couple of people on a wall playing with a Frisbee .	images/coco/COCO_train2014_000000428046.jpg	a large body of water with people paddling on surf boards	images/coco/COCO_train2014_000000401477.jpg	0.8
coco-46532	coco	a bird walking alone on the beach beside the water	images/coco/COCO_train2014_000000179553.jpg	a man on a surf board rides through the water	images/coco/COCO_val2014_000000243341.jpg	1.6
coco-46601	coco	A sparse room contains a bed and some hangers .	images/coco/COCO_train2014_000000347548.jpg	A modern room has a large bed and two pink chairs .	images/coco/COCO_val2014_000000086839.jpg	2.8
coco-46661	coco	A man with black hair looks in the mirror while holding a toothbrush .	images/coco/COCO_val2014_000000488240.jpg	A man looks surprised while taking a photo in the mirror .	images/coco/COCO_val2014_000000548942.jpg	2.2
coco-46663	coco	A close up of a duck walking on a path .	images/coco/COCO_val2014_000000205183.jpg	A flock of birds standing on top of a lush green field .	images/coco/COCO_val2014_000000505565.jpg	2
coco-467	coco	A person holding a cell phone with a wire connected to it .	images/coco/COCO_val2014_000000105015.jpg	A woman holding up a cell phone in front of her face .	images/coco/COCO_train2014_000000535585.jpg	3.4
coco-4674	coco	A man standing next to pizza in boxes	images/coco/COCO_train2014_000000160267.jpg	A man standing next to a woman in a kitchen filled with food .	images/coco/COCO_train2014_000000200778.jpg	2
coco-46848	coco	A pink double decker bus driving down a street .	images/coco/COCO_train2014_000000011569.jpg	A group of double decker buses traveling down the street .	images/coco/COCO_val2014_000000346716.jpg	3.75
coco-46892	coco	A large building that has a street in front of it .	images/coco/COCO_train2014_000000260123.jpg	A fancy city street sign in front of a nice building .	images/coco/COCO_train2014_000000552124.jpg	1.5
coco-46923	coco	A home kitchen with a double oven and a large counter .	images/coco/COCO_val2014_000000109216.jpg	view of a kitchen with island counter top	images/coco/COCO_train2014_000000135907.jpg	2.4
coco-46950	coco	A woman holding an umbrella and a man holding a broken umbrella .	images/coco/COCO_train2014_000000012440.jpg	A man standing next to a woman holding a drink .	images/coco/COCO_train2014_000000144817.jpg	1.75
coco-47000	coco	Several different types of pizza are sitting in a display case .	images/coco/COCO_val2014_000000384983.jpg	A display case in a baker filled with lots of donuts .	images/coco/COCO_train2014_000000472690.jpg	1.5
coco-47006	coco	Raw broccoli in a green bowl sitting on a table .	images/coco/COCO_train2014_000000293061.jpg	A large leafy green salad in a silver bowl .	images/coco/COCO_train2014_000000533825.jpg	2.8
coco-47071	coco	Three double decker buses parked on the side of the street .	images/coco/COCO_train2014_000000146317.jpg	There is a red double decker bus at the side of the street .	images/coco/COCO_val2014_000000199492.jpg	3.2
coco-47099	coco	a couple of men driving a horse drawn carriage .	images/coco/COCO_train2014_000000223454.jpg	A man adjusting a wheel of a carriage carrying a girl with a horse .	images/coco/COCO_train2014_000000420308.jpg	1.8
coco-47263	coco	A man sitting at a table in front of a plate of food .	images/coco/COCO_val2014_000000241396.jpg	A man standing on the side of a boat	images/coco/COCO_train2014_000000079517.jpg	0.4
coco-47266	coco	A man and a child are playing tennis on a court .	images/coco/COCO_val2014_000000339120.jpg	Woman playing tennis on a blue tennis field .	images/coco/COCO_train2014_000000532449.jpg	3
coco-47267	coco	A boat floating on a lake under a sky next to another boat .	images/coco/COCO_train2014_000000005324.jpg	Old cars parked next to a beached boat next to the ocean .	images/coco/COCO_train2014_000000263002.jpg	0.6
coco-47313	coco	A cake with chocolate icing topped with marshmallows , crackers and syrup .	images/coco/COCO_train2014_000000172322.jpg	A man with piece of cake and a spoon sticking out of the top of the cake .	images/coco/COCO_train2014_000000090139.jpg	2.2
coco-47335	coco	A bakery has a variety of cakes and desserts on display .	images/coco/COCO_train2014_000000296169.jpg	A large bakery display case displaying a variety of pastries .	images/coco/COCO_train2014_000000138025.jpg	4.6
coco-47368	coco	A man holding a knife and branch of bananas .	images/coco/COCO_train2014_000000074835.jpg	A group of people are holding utensils over a bowl of food .	images/coco/COCO_train2014_000000482196.jpg	0.4
coco-47379	coco	A group of people standing on top of a sandy beach .	images/coco/COCO_train2014_000000365032.jpg	A group of people speak to a female surfer on the beach .	images/coco/COCO_val2014_000000100678.jpg	2.6
coco-47509	coco	A stainless steel kitchen with black countertops and wooden cabinets .	images/coco/COCO_val2014_000000338159.jpg	There is a kitchen with tile floors , dark cabinets , and stainless steel appliances .	images/coco/COCO_val2014_000000411941.jpg	3.75
coco-47519	coco	A photo looking outside the bathroom door with the sink on the left .	images/coco/COCO_train2014_000000344857.jpg	A picture of a bathroom with a toilet , rug , and shelving on the door .	images/coco/COCO_val2014_000000567220.jpg	2.4
coco-47562	coco	A zebra standing in a forest next to a large boulder .	images/coco/COCO_train2014_000000330593.jpg	A rhino standing next to a zebra on a dirt field .	images/coco/COCO_train2014_000000225213.jpg	1.5
coco-47569	coco	a close up of a cake in the shape of a truck	images/coco/COCO_val2014_000000268394.jpg	Green cake in the shape of a truck holding sticks .	images/coco/COCO_val2014_000000214975.jpg	3.6
coco-47594	coco	A old black and white picture of a man using horses to work his field .	images/coco/COCO_train2014_000000209722.jpg	A black and white circus photo of elephants .	images/coco/COCO_train2014_000000225717.jpg	1.2
coco-4760	coco	a teddy bear laying next to a stuffed bunny rabbit	images/coco/COCO_train2014_000000216206.jpg	A man kneeling down next to a brown dog .	images/coco/COCO_train2014_000000001706.jpg	0
coco-47606	coco	A pizza with red tomatoes and different toppings .	images/coco/COCO_train2014_000000049027.jpg	A counter topped with lots of pizza and sandwiches .	images/coco/COCO_train2014_000000463495.jpg	2.2
coco-47613	coco	A pretty young woman sitting at a desk working on a desktop computer .	images/coco/COCO_train2014_000000330752.jpg	a young man is playing a video game at a gaming event	images/coco/COCO_train2014_000000035248.jpg	0
coco-4766	coco	A plate filled with food on top of a wooden table .	images/coco/COCO_val2014_000000377359.jpg	A large clock on top of a building next to a tall building .	images/coco/COCO_train2014_000000250261.jpg	0.5
coco-47710	coco	A man riding a motorcycle with another man on back of it .	images/coco/COCO_val2014_000000249301.jpg	There is a group of people riding on a motorcycle	images/coco/COCO_train2014_000000064744.jpg	2.75
coco-47734	coco	A cat sits on a computer and looks at a camera .	images/coco/COCO_train2014_000000290563.jpg	A cat standing on to of a computer keyboard next to a monitor .	images/coco/COCO_val2014_000000078741.jpg	4
coco-4774	coco	A group of men on a field playing baseball .	images/coco/COCO_train2014_000000321700.jpg	A man holding a bat on top of a baseball field .	images/coco/COCO_train2014_000000287372.jpg	3.4
coco-47762	coco	A man is sitting in a chair on the the laptop , and a woman is in the bed .	images/coco/COCO_train2014_000000086556.jpg	Man and woman sitting on a couch while the man works on a laptop .	images/coco/COCO_val2014_000000524002.jpg	2.75
coco-47769	coco	A motorcycle is on the street near a building .	images/coco/COCO_train2014_000000076014.jpg	A motorcycle is parked on the side of a street .	images/coco/COCO_val2014_000000308276.jpg	4.2
coco-47889	coco	A kitchen with wooden cupboards and draws and a marble counter top .	images/coco/COCO_train2014_000000508278.jpg	A kitchen with a refrigerator filled with magnets and a green painted wooden floor .	images/coco/COCO_train2014_000000562335.jpg	3.2
coco-48008	coco	A train traveling down train tracks near a building .	images/coco/COCO_train2014_000000043583.jpg	A train traveling under a bridge next to other tracks .	images/coco/COCO_val2014_000000237758.jpg	3.4
coco-48128	coco	A man riding a wave in the ocean	images/coco/COCO_train2014_000000158302.jpg	A man flying a kite in the wind .	images/coco/COCO_train2014_000000501004.jpg	0.6
coco-48145	coco	A woman wearing a fur coat sitting on a wooden bench .	images/coco/COCO_val2014_000000333538.jpg	a person sitting on a bench with a dog	images/coco/COCO_val2014_000000579760.jpg	2.4
coco-48176	coco	This is a picture of a downhill skier going down a steep and snowy hill .	images/coco/COCO_train2014_000000053875.jpg	people walking and skiing along part of a hill	images/coco/COCO_val2014_000000092804.jpg	3
coco-48251	coco	A duck swims along a large body of water .	images/coco/COCO_train2014_000000241440.jpg	A large body of water surrounded by a mountain range .	images/coco/COCO_train2014_000000080401.jpg	2.4
coco-48325	coco	Two giraffes grazing from the trees around them .	images/coco/COCO_train2014_000000003224.jpg	There are five giraffes standing around by the trees	images/coco/COCO_train2014_000000099892.jpg	3.25
coco-4843	coco	A bench sitting on some carpet on the side of the street	images/coco/COCO_train2014_000000059110.jpg	The couple are sitting by the bench on the boardwalk by the water .	images/coco/COCO_train2014_000000062690.jpg	2.5
coco-48452	coco	A white plate with three doughnuts and some doughnut holes sitting on a granite table .	images/coco/COCO_val2014_000000458388.jpg	a close up of a person sitting at a table with a pizza	images/coco/COCO_train2014_000000075305.jpg	0.4
coco-48477	coco	a person on a tennis court with a tennis racket	images/coco/COCO_train2014_000000336874.jpg	A person doing tricks on a skateboard while other people watch .	images/coco/COCO_train2014_000000067023.jpg	0.5
coco-48493	coco	A man sitting next to a woman at a table .	images/coco/COCO_val2014_000000525849.jpg	A cat sitting on a autumn , with a person next to it .	images/coco/COCO_train2014_000000348046.jpg	0
coco-4874	coco	Wine being poured into a glass on a table .	images/coco/COCO_train2014_000000565004.jpg	A plate that has food on it on a table .	images/coco/COCO_val2014_000000422998.jpg	1.2
coco-48768	coco	A car side mirror reflects many bicycles parked on a road .	images/coco/COCO_train2014_000000343083.jpg	A small mirror reflects a street sign with a bike on it .	images/coco/COCO_train2014_000000099790.jpg	3.8
coco-48777	coco	two planes close to each other in the sky	images/coco/COCO_train2014_000000569596.jpg	Three people skiing in the white snow blue sky .	images/coco/COCO_train2014_000000514698.jpg	0
coco-488	coco	A small teddy bear sitting in a white outdoor chair .	images/coco/COCO_train2014_000000052992.jpg	A woman in a blue dress petting a small dog .	images/coco/COCO_train2014_000000245298.jpg	0
coco-48853	coco	The back of the garbage truck has rotten bananas on the bottom of it .	images/coco/COCO_train2014_000000009148.jpg	The truck is filled with garbage on the back .	images/coco/COCO_val2014_000000519691.jpg	3.6
coco-48887.1	coco	A young woman hitting a tennis ball with a tennis racquet .	images/coco/COCO_val2014_000000103122.jpg	A man running with a racket trying to .hit a tennis ball	images/coco/COCO_val2014_000000237071.jpg	2.5
coco-48887.2	coco	A cake on a plate , on the ground , with four slices cut .	images/coco/COCO_train2014_000000502978.jpg	A peach cobbler cake on a plate with a cutting utensil .	images/coco/COCO_train2014_000000225360.jpg	3.2
coco-48936	coco	A city street scene with a street sign , `` Church St. '' in view .	images/coco/COCO_train2014_000000188165.jpg	A city street with an advertisement with tea on it	images/coco/COCO_train2014_000000282552.jpg	2.2
coco-48974	coco	Five computer monitors on a table in front of a book case .	images/coco/COCO_train2014_000000097492.jpg	A laptop and some computer monitors in a room .	images/coco/COCO_train2014_000000425117.jpg	4
coco-48984	coco	A table with checkered top holding a plate of food .	images/coco/COCO_train2014_000000576818.jpg	There is a bowl of food with bread and a plate of fruit .	images/coco/COCO_train2014_000000001261.jpg	3
coco-48995	coco	A door to a shower opened to a room with bathroom sinks and mirrors .	images/coco/COCO_train2014_000000295267.jpg	A room attached to a kitchen that contains a computer and a TV .	images/coco/COCO_train2014_000000426911.jpg	0.5
coco-49085	coco	A cat laying on a couch in a room .	images/coco/COCO_train2014_000000530040.jpg	A cat is laying on a cover maybe on a bed .	images/coco/COCO_train2014_000000243734.jpg	2.8
